threads,memory,Type,Time,Language,speedup
1,480396,real,2.81,clojure,1.03993673388691
1,480228,real,2.75,clojure,1.06262626262626
1,482212,real,2.63,clojure,1.11111111111111
1,480192,real,2.93,clojure,0.997345468335229
2,635120,real,2.9,clojure,1.00766283524904
2,634904,real,2.83,clojure,1.0325873576757
2,632952,real,2.54,clojure,1.15048118985127
2,645212,real,2.92,clojure,1.00076103500761
2,649868,real,3,clojure,0.974074074074074
2,642824,real,2.85,clojure,1.02534113060429
2,647108,real,2.92,clojure,1.00076103500761
2,648272,real,2.85,clojure,1.02534113060429
2,637072,real,2.95,clojure,0.990583804143126
4,636072,real,2.75,clojure,1.06262626262626
4,633972,real,2.98,clojure,0.980611483967189
4,622728,real,2.99,clojure,0.977331846897064
4,637888,real,3.41,clojure,0.856956663408276
4,620852,real,2.79,clojure,1.047391477499
4,630188,real,2.79,clojure,1.047391477499
4,642616,real,2.91,clojure,1.00420007636502
4,640112,real,2.93,clojure,0.997345468335229
4,634884,real,3.51,clojure,0.832541943653055
5,624772,real,2.97,clojure,0.983913206135428
5,639468,real,3.29,clojure,0.888213441404931
5,628868,real,2.76,clojure,1.05877616747182
5,617708,real,3.15,clojure,0.927689594356261
5,628204,real,2.91,clojure,1.00420007636502
5,619036,real,3.05,clojure,0.958105646630237
5,631292,real,3.39,clojure,0.862012454932809
5,631720,real,2.7,clojure,1.08230452674897
5,626256,real,2.71,clojure,1.07831078310783
8,623500,real,3.25,clojure,0.899145299145299
8,623496,real,3.18,clojure,0.918937805730259
8,631300,real,2.77,clojure,1.05495387083835
8,616476,real,3.23,clojure,0.904712762297902
8,625328,real,2.62,clojure,1.11535199321459
8,608444,real,3,clojure,0.974074074074074
8,603808,real,2.55,clojure,1.14596949891068
8,605800,real,2.9,clojure,1.00766283524904
8,612184,real,3.29,clojure,0.888213441404931
10,622188,real,3.15,clojure,0.927689594356261
10,607704,real,3,clojure,0.974074074074074
10,579832,real,2.73,clojure,1.07041107041107
10,599176,real,2.9,clojure,1.00766283524904
10,617224,real,2.78,clojure,1.05115907274181
10,620308,real,3.06,clojure,0.954974582425563
10,600876,real,2.68,clojure,1.09038142620232
10,622664,real,3.35,clojure,0.872305140961857
10,623396,real,2.71,clojure,1.07831078310783
16,585440,real,2.96,clojure,0.987237237237237
16,592348,real,3.02,clojure,0.967623252391464
16,552316,real,3.22,clojure,0.90752242926156
16,580628,real,2.96,clojure,0.987237237237237
16,582816,real,2.77,clojure,1.05495387083835
16,614496,real,3.15,clojure,0.927689594356261
16,590304,real,2.83,clojure,1.0325873576757
16,599712,real,3.04,clojure,0.96125730994152
16,591196,real,3.16,clojure,0.924753867791842
20,544144,real,3.37,clojure,0.867128255852291
20,567128,real,3.48,clojure,0.839719029374202
20,537080,real,3.13,clojure,0.933617323393681
20,542376,real,3.55,clojure,0.823161189358372
20,558340,real,2.95,clojure,0.990583804143126
20,551232,real,3.03,clojure,0.964429776310964
20,553472,real,3.25,clojure,0.899145299145299
20,565880,real,2.87,clojure,1.01819589624468
20,555032,real,2.88,clojure,1.01466049382716
25,545420,real,3.39,clojure,0.862012454932809
25,547484,real,3.18,clojure,0.918937805730259
25,546608,real,3.46,clojure,0.844572896596018
25,513332,real,3.49,clojure,0.837312957656797
25,507876,real,2.63,clojure,1.11111111111111
25,503972,real,3.06,clojure,0.954974582425563
25,541260,real,3.2,clojure,0.913194444444444
25,555744,real,3.07,clojure,0.951863916033297
25,546044,real,3.12,clojure,0.936609686609687
32,574960,real,3.5,clojure,0.834920634920635
32,535248,real,3.78,clojure,0.773074661963551
32,546460,real,3.7,clojure,0.78978978978979
32,576120,real,2.93,clojure,0.997345468335229
32,578136,real,2.83,clojure,1.0325873576757
32,550768,real,3.52,clojure,0.830176767676768
32,546580,real,3.36,clojure,0.869708994708995
32,543412,real,3.36,clojure,0.869708994708995
32,565024,real,3.42,clojure,0.85445094217024
40,544080,real,3.36,clojure,0.869708994708995
40,545104,real,3.34,clojure,0.874916833000665
40,538640,real,3.11,clojure,0.939621293319043
40,549576,real,3.09,clojure,0.945702984537936
40,546956,real,3.21,clojure,0.910349601938387
40,544892,real,3.17,clojure,0.921836663161584
40,601876,real,3.53,clojure,0.827824992130941
40,540700,real,3.82,clojure,0.764979639325189
40,557016,real,3.73,clojure,0.783437593089068
50,524696,real,3.11,clojure,0.939621293319043
50,539952,real,3.25,clojure,0.899145299145299
50,528852,real,3.15,clojure,0.927689594356261
50,518000,real,3.14,clojure,0.930644019815994
50,542380,real,3.07,clojure,0.951863916033297
50,547800,real,2.86,clojure,1.02175602175602
50,546116,real,3.55,clojure,0.823161189358372
50,551352,real,3.16,clojure,0.924753867791842
50,537096,real,3.29,clojure,0.888213441404931
80,557972,real,3.23,clojure,0.904712762297902
80,545984,real,3.1,clojure,0.942652329749104
80,545184,real,3.13,clojure,0.933617323393681
80,549692,real,3.62,clojure,0.807243707796194
80,487312,real,2.91,clojure,1.00420007636502
80,553100,real,3.29,clojure,0.888213441404931
80,549588,real,3.18,clojure,0.918937805730259
80,538052,real,3.16,clojure,0.924753867791842
80,532332,real,2.56,clojure,1.14149305555556
100,532008,real,3.28,clojure,0.890921409214092
100,541124,real,3.04,clojure,0.96125730994152
100,566480,real,3.46,clojure,0.844572896596018
100,562332,real,3.76,clojure,0.777186761229314
100,580956,real,3.04,clojure,0.96125730994152
100,527172,real,3.63,clojure,0.805019895928987
100,532296,real,3.03,clojure,0.964429776310964
100,575100,real,2.97,clojure,0.983913206135428
100,522772,real,3.26,clojure,0.896387184730743
125,549312,real,3.6,clojure,0.811728395061728
125,541756,real,4.27,clojure,0.684361176164455
125,519848,real,3.33,clojure,0.877544210877544
125,526600,real,4.08,clojure,0.716230936819172
125,512856,real,3.07,clojure,0.951863916033297
125,517692,real,4.13,clojure,0.707559860102233
125,532072,real,3.07,clojure,0.951863916033297
125,532052,real,4.09,clojure,0.714479760934529
125,491708,real,2.46,clojure,1.18789521228546
200,548756,real,3.15,clojure,0.927689594356261
200,560296,real,3.3,clojure,0.885521885521885
200,543552,real,3.73,clojure,0.783437593089068
200,574528,real,2.88,clojure,1.01466049382716
200,545220,real,3.63,clojure,0.805019895928987
200,544104,real,3.47,clojure,0.842138968940122
200,571612,real,3.2,clojure,0.913194444444444
200,518280,real,2.97,clojure,0.983913206135428
200,519152,real,2.68,clojure,1.09038142620232
250,556868,real,3.31,clojure,0.882846592816381
250,575460,real,3.33,clojure,0.877544210877544
250,544416,real,3.14,clojure,0.930644019815994
250,533704,real,3.27,clojure,0.893645939517499
250,564556,real,3.24,clojure,0.901920438957476
250,547296,real,2.99,clojure,0.977331846897064
250,533280,real,3.3,clojure,0.885521885521885
250,578440,real,2.81,clojure,1.03993673388691
250,567528,real,3.13,clojure,0.933617323393681
400,528332,real,3.13,clojure,0.933617323393681
400,536172,real,3.21,clojure,0.910349601938387
400,535452,real,3.04,clojure,0.96125730994152
400,562560,real,2.7,clojure,1.08230452674897
400,551844,real,2.98,clojure,0.980611483967189
400,545160,real,3.4,clojure,0.859477124183006
400,554356,real,2.81,clojure,1.03993673388691
400,566984,real,2.66,clojure,1.09857978279031
400,551708,real,3.5,clojure,0.834920634920635
500,535648,real,3.1,clojure,0.942652329749104
500,547172,real,3.48,clojure,0.839719029374202
500,540460,real,3.19,clojure,0.916057122953675
500,586172,real,2.67,clojure,1.09446525176862
500,555312,real,3.48,clojure,0.839719029374202
500,573080,real,2.76,clojure,1.05877616747182
500,542032,real,2.64,clojure,1.10690235690236
500,571696,real,3.57,clojure,0.818549642079054
500,556648,real,2.78,clojure,1.05115907274181
1,32944,real,132.92,erlang,1.00410439027652
1,33496,real,142.46,erlang,0.936863369054861
1,33408,real,132.21,erlang,1.00949667616334
1,34076,real,131.98,erlang,1.01125591419575
1,32676,real,132.03,erlang,1.01087294975048
1,32180,real,132.2,erlang,1.00957303748529
1,33348,real,133.21,erlang,1.0019184412248
1,33552,real,132.01,erlang,1.01102610071628
1,33924,real,132.17,erlang,1.00980219078123
1,33732,real,132.61,erlang,1.00645166695992
2,36600,real,43.65,erlang,3.05763013872979
2,35592,real,43.13,erlang,3.09449468016591
2,35876,real,43.1,erlang,3.09664862077855
2,35796,real,43.98,erlang,3.03468748420999
2,37520,real,43.7,erlang,3.05413170607679
2,35048,real,42.87,erlang,3.11326231760102
2,35416,real,43.2,erlang,3.0894804526749
2,36360,real,43.21,erlang,3.08876546067011
2,36508,real,43.83,erlang,3.04507313610667
2,36548,real,43.21,erlang,3.08876546067011
4,38524,real,12.86,erlang,10.3783480214273
4,35280,real,12.78,erlang,10.443314206225
4,34612,real,12.75,erlang,10.4678867102397
4,36560,real,13.23,erlang,10.0880994373058
4,38028,real,13.31,erlang,10.0274647299441
4,35976,real,13.01,erlang,10.2586898966607
4,34552,real,12.78,erlang,10.443314206225
4,34600,real,13.05,erlang,10.227245636441
4,34372,real,12.66,erlang,10.5423029664736
4,38680,real,12.84,erlang,10.3945136725511
8,36188,real,3.99,erlang,33.4500139236981
8,36296,real,3.95,erlang,33.7887482419128
8,35712,real,3.96,erlang,33.7034231200898
8,35516,real,3.96,erlang,33.7034231200898
8,36040,real,4.06,erlang,32.8732895457033
8,37296,real,3.95,erlang,33.7887482419128
8,35344,real,4.1,erlang,32.5525745257453
8,35896,real,3.91,erlang,34.1344131855641
8,37144,real,3.97,erlang,33.618527847747
8,35484,real,4.08,erlang,32.7121459694989
10,37508,real,3.27,erlang,40.8151546041454
10,38748,real,3.2,erlang,41.7079861111111
10,37768,real,3.19,erlang,41.838732149077
10,38284,real,3.21,erlang,41.5780546902042
10,36180,real,3.14,erlang,42.5049539985846
10,38020,real,3.25,erlang,41.0663247863248
10,39128,real,3.23,erlang,41.3206054351565
10,37596,real,3.25,erlang,41.0663247863248
10,39128,real,3.26,erlang,40.9403544648943
10,36752,real,3.28,erlang,40.6907181571816
16,41872,real,2.05,erlang,65.1051490514905
16,41992,real,2.07,erlang,64.4761137949544
16,41544,real,2.07,erlang,64.4761137949544
16,41564,real,2.11,erlang,63.2538177988415
16,41436,real,2.04,erlang,65.4242919389978
16,42572,real,2.04,erlang,65.4242919389978
16,42012,real,2.03,erlang,65.7465790914067
16,41848,real,2.06,erlang,64.7891046386192
16,42008,real,2.02,erlang,66.0720572057206
16,40508,real,2.09,erlang,63.8591174906964
20,38396,real,2.06,erlang,64.7891046386192
20,38264,real,2.02,erlang,66.0720572057206
20,38532,real,2.03,erlang,65.7465790914067
20,38224,real,2.04,erlang,65.4242919389978
20,38560,real,2.08,erlang,64.1661324786325
20,38504,real,2.05,erlang,65.1051490514905
20,38752,real,2.04,erlang,65.4242919389978
20,38592,real,2.06,erlang,64.7891046386192
20,37740,real,1.99,erlang,67.0681183696259
20,38076,real,2.05,erlang,65.1051490514905
25,40168,real,1.87,erlang,71.3719548425431
25,40876,real,1.89,erlang,70.6166960611405
25,39952,real,1.92,erlang,69.5133101851852
25,39996,real,1.99,erlang,67.0681183696259
25,40404,real,1.94,erlang,68.7966781214204
25,39288,real,1.91,erlang,69.8772542175683
25,39924,real,1.93,erlang,69.1531375935521
25,39260,real,1.92,erlang,69.5133101851852
25,39916,real,1.91,erlang,69.8772542175683
25,39324,real,1.95,erlang,68.4438746438746
32,44480,real,1.83,erlang,72.9319975713418
32,44540,real,1.81,erlang,73.7378759975445
32,43976,real,1.83,erlang,72.9319975713418
32,43672,real,1.8,erlang,74.1475308641975
32,43972,real,1.8,erlang,74.1475308641975
32,43580,real,1.77,erlang,75.4042686754551
32,43292,real,1.77,erlang,75.4042686754551
32,43836,real,1.76,erlang,75.832702020202
32,44396,real,1.79,erlang,74.5617628801986
32,43968,real,1.78,erlang,74.9806491885143
40,42572,real,1.67,erlang,79.919494344644
40,42160,real,1.63,erlang,81.8807089297887
40,41876,real,1.7,erlang,78.5091503267974
40,42260,real,1.64,erlang,81.3814363143631
40,42224,real,1.69,erlang,78.973701512163
40,41916,real,1.65,erlang,80.8882154882155
40,41816,real,1.69,erlang,78.973701512163
40,42320,real,1.63,erlang,81.8807089297887
40,42988,real,1.66,erlang,80.40093708166
40,40988,real,1.64,erlang,81.3814363143631
50,39660,real,1.6,erlang,83.4159722222222
50,39084,real,1.6,erlang,83.4159722222222
50,39520,real,1.62,erlang,82.3861454046639
50,39880,real,1.62,erlang,82.3861454046639
50,41360,real,1.56,erlang,85.5548433048433
50,40284,real,1.63,erlang,81.8807089297887
50,41032,real,1.63,erlang,81.8807089297887
50,41336,real,1.59,erlang,83.9406009783368
50,41116,real,1.63,erlang,81.8807089297887
50,40212,real,1.59,erlang,83.9406009783368
80,39732,real,1.52,erlang,87.8062865497076
80,39912,real,1.52,erlang,87.8062865497076
80,39168,real,1.53,erlang,87.2323892519971
80,37724,real,1.54,erlang,86.6659451659452
80,40528,real,1.47,erlang,90.7928949357521
80,40636,real,1.51,erlang,88.3877851361295
80,39052,real,1.51,erlang,88.3877851361295
80,41348,real,1.54,erlang,86.6659451659452
80,40552,real,1.53,erlang,87.2323892519971
80,39804,real,1.49,erlang,89.5741983594333
100,39476,real,1.45,erlang,92.0452107279693
100,38432,real,1.52,erlang,87.8062865497076
100,37664,real,1.46,erlang,91.4147640791476
100,37504,real,1.5,erlang,88.977037037037
100,40032,real,1.51,erlang,88.3877851361295
100,39996,real,1.49,erlang,89.5741983594333
100,41860,real,1.45,erlang,92.0452107279693
100,37712,real,1.47,erlang,90.7928949357521
100,37860,real,1.51,erlang,88.3877851361295
100,38440,real,1.49,erlang,89.5741983594333
125,39128,real,1.49,erlang,89.5741983594333
125,38636,real,1.46,erlang,91.4147640791476
125,39788,real,1.46,erlang,91.4147640791476
125,38224,real,1.51,erlang,88.3877851361295
125,39988,real,1.46,erlang,91.4147640791476
125,37452,real,1.46,erlang,91.4147640791476
125,39552,real,1.47,erlang,90.7928949357521
125,36960,real,1.47,erlang,90.7928949357521
125,39180,real,1.45,erlang,92.0452107279693
125,37636,real,1.49,erlang,89.5741983594333
200,37344,real,1.44,erlang,92.6844135802469
200,36416,real,1.43,erlang,93.3325563325563
200,38376,real,1.45,erlang,92.0452107279693
200,37656,real,1.48,erlang,90.1794294294294
200,36836,real,1.42,erlang,93.989827856025
200,38900,real,1.45,erlang,92.0452107279693
200,36668,real,1.45,erlang,92.0452107279693
200,36892,real,1.43,erlang,93.3325563325563
200,36680,real,1.45,erlang,92.0452107279693
200,37448,real,1.48,erlang,90.1794294294294
250,37032,real,1.44,erlang,92.6844135802469
250,36592,real,1.45,erlang,92.0452107279693
250,36032,real,1.46,erlang,91.4147640791476
250,36460,real,1.4,erlang,95.3325396825397
250,36084,real,1.41,erlang,94.6564223798266
250,36132,real,1.41,erlang,94.6564223798266
250,37944,real,1.39,erlang,96.0183852917666
250,37784,real,1.44,erlang,92.6844135802469
250,36940,real,1.43,erlang,93.3325563325563
250,36200,real,1.45,erlang,92.0452107279693
400,43760,real,1.4,erlang,95.3325396825397
400,43168,real,1.42,erlang,93.989827856025
400,41648,real,1.41,erlang,94.6564223798266
400,41604,real,1.44,erlang,92.6844135802469
400,42152,real,1.38,erlang,96.7141706924316
400,43364,real,1.41,erlang,94.6564223798266
400,41548,real,1.39,erlang,96.0183852917666
400,42528,real,1.42,erlang,93.989827856025
400,43256,real,1.42,erlang,93.989827856025
400,43348,real,1.41,erlang,94.6564223798266
500,47696,real,1.42,erlang,93.989827856025
500,44744,real,1.39,erlang,96.0183852917666
500,47064,real,1.43,erlang,93.3325563325563
500,45092,real,1.38,erlang,96.7141706924316
500,44984,real,1.41,erlang,94.6564223798266
500,44776,real,1.42,erlang,93.989827856025
500,45372,real,1.4,erlang,95.3325396825397
500,44612,real,1.41,erlang,94.6564223798266
500,46180,real,1.45,erlang,92.0452107279693
500,44328,real,1.41,erlang,94.6564223798266
1,17408,real,2.78,python,1.00439648281375
1,17344,real,2.77,python,1.00802246289611
1,17500,real,2.78,python,1.00439648281375
1,17328,real,2.85,python,0.979727095516569
1,17500,real,2.73,python,1.02279202279202
1,17500,real,2.78,python,1.00439648281375
1,17332,real,2.8,python,0.997222222222222
1,17568,real,2.78,python,1.00439648281375
1,17412,real,2.86,python,0.976301476301476
1,17372,real,2.78,python,1.00439648281375
2,17516,real,9.13,python,0.305829378118535
2,17392,real,9.34,python,0.298953128717583
2,17360,real,9.5,python,0.293918128654971
2,17372,real,9.26,python,0.30153587712983
2,17444,real,9.27,python,0.301210595708978
2,17428,real,9.25,python,0.301861861861862
2,17564,real,8.95,python,0.311980136561142
2,17580,real,9.29,python,0.300562133716063
2,17428,real,9.46,python,0.295160911439981
2,17496,real,9.27,python,0.301210595708978
4,17628,real,10.58,python,0.263915143877337
4,17564,real,10.45,python,0.267198298777246
4,17556,real,10.42,python,0.267967583706547
4,17488,real,10.52,python,0.265420363329109
4,17420,real,10.35,python,0.269779924852389
4,17476,real,10.53,python,0.265168302205339
4,17560,real,10.45,python,0.267198298777246
4,17408,real,10.6,python,0.263417190775681
4,17468,real,10.44,python,0.26745423584504
4,17416,real,10.41,python,0.268224997331626
5,17588,real,10.73,python,0.260225742984364
5,17472,real,10.55,python,0.264665613480779
5,17656,real,10.74,python,0.259983447134285
5,17424,real,10.58,python,0.263915143877337
5,17396,real,10.62,python,0.262921113203599
5,17500,real,10.45,python,0.267198298777246
5,17592,real,10.68,python,0.261444028297961
5,17428,real,10.5,python,0.265925925925926
5,17424,real,10.67,python,0.261689055503488
5,17420,real,10.48,python,0.266433418150975
8,17452,real,10.78,python,0.259018759018759
8,17576,real,10.7,python,0.260955347871236
8,17540,real,10.84,python,0.257585075850759
8,17488,real,10.79,python,0.258778704561837
8,17628,real,10.74,python,0.259983447134285
8,17472,real,10.97,python,0.254532563557176
8,17528,real,10.76,python,0.259500206526229
8,17536,real,10.83,python,0.257822919872781
8,17448,real,10.69,python,0.261199459515643
8,17524,real,10.67,python,0.261689055503488
10,17564,real,10.92,python,0.255698005698006
10,17564,real,10.83,python,0.257822919872781
10,17612,real,10.74,python,0.259983447134285
10,17476,real,10.69,python,0.261199459515643
10,17580,real,10.67,python,0.261689055503488
10,17552,real,10.78,python,0.259018759018759
10,17612,real,10.8,python,0.258539094650206
10,17532,real,10.64,python,0.262426900584795
10,17708,real,10.89,python,0.256402407917559
10,17492,real,10.95,python,0.254997463216641
16,17548,real,10.78,python,0.259018759018759
16,17436,real,11.22,python,0.248861160625866
16,17524,real,10.72,python,0.260468490878939
16,17536,real,10.73,python,0.260225742984364
16,17636,real,10.73,python,0.260225742984364
16,17512,real,10.91,python,0.255932376005703
16,17468,real,10.81,python,0.258299928050159
16,17436,real,10.79,python,0.258778704561837
16,17544,real,10.96,python,0.254764801297648
16,17580,real,10.79,python,0.258778704561837
20,17516,real,10.88,python,0.256638071895425
20,17568,real,10.75,python,0.259741602067183
20,17456,real,10.81,python,0.258299928050159
20,17532,real,10.74,python,0.259983447134285
20,17440,real,10.77,python,0.259259259259259
20,17496,real,10.99,python,0.254069355980184
20,17584,real,10.82,python,0.258061203532553
20,17444,real,10.87,python,0.256874169477665
20,17540,real,10.8,python,0.258539094650206
20,17404,real,11.01,python,0.253607831264507
25,17432,real,10.95,python,0.254997463216641
25,17456,real,10.78,python,0.259018759018759
25,17580,real,10.76,python,0.259500206526229
25,17572,real,11.02,python,0.253377697116354
25,17608,real,10.71,python,0.260711692084241
25,17492,real,10.69,python,0.261199459515643
25,17632,real,10.76,python,0.259500206526229
25,17512,real,10.92,python,0.255698005698006
25,17460,real,10.79,python,0.258778704561837
25,17588,real,10.75,python,0.259741602067183
32,17816,real,10.87,python,0.256874169477665
32,17708,real,11.01,python,0.253607831264507
32,17704,real,10.98,python,0.254300748836268
32,17636,real,10.81,python,0.258299928050159
32,17688,real,11.08,python,0.252005615724027
32,17740,real,10.82,python,0.258061203532553
32,17832,real,10.76,python,0.259500206526229
32,17748,real,11,python,0.253838383838384
32,17748,real,10.97,python,0.254532563557176
32,17796,real,11.07,python,0.252233263073371
40,17776,real,10.86,python,0.257110701862083
40,17784,real,10.96,python,0.254764801297648
40,17684,real,10.91,python,0.255932376005703
40,17828,real,10.82,python,0.258061203532553
40,17864,real,10.76,python,0.259500206526229
40,17756,real,10.92,python,0.255698005698006
40,17832,real,10.94,python,0.255230550477351
40,17728,real,10.84,python,0.257585075850759
40,17672,real,10.89,python,0.256402407917559
40,17756,real,10.85,python,0.257347670250896
50,17712,real,10.94,python,0.255230550477351
50,17672,real,11.07,python,0.252233263073371
50,17652,real,10.95,python,0.254997463216641
50,17772,real,11.16,python,0.250199123855038
50,17720,real,11.07,python,0.252233263073371
50,17700,real,11.09,python,0.251778378919948
50,17744,real,11.07,python,0.252233263073371
50,17760,real,10.95,python,0.254997463216641
50,17776,real,10.96,python,0.254764801297648
50,17824,real,10.89,python,0.256402407917559
80,18144,real,11.07,python,0.252233263073371
80,18156,real,11.15,python,0.250423517688092
80,18180,real,11.08,python,0.252005615724027
80,18284,real,11.13,python,0.250873515024458
80,18364,real,10.99,python,0.254069355980184
80,18332,real,11.12,python,0.251099120703437
80,18188,real,11.14,python,0.250648314382605
80,18228,real,11.09,python,0.251778378919948
80,18392,real,11.16,python,0.250199123855038
80,18160,real,10.92,python,0.255698005698006
100,18656,real,11.06,python,0.252461322081575
100,18396,real,11.1,python,0.251551551551552
100,18584,real,11.2,python,0.249305555555556
100,18480,real,11.2,python,0.249305555555556
100,18572,real,11.05,python,0.252689793866264
100,18512,real,11.25,python,0.248197530864198
100,18508,real,11.24,python,0.248418347172796
100,18576,real,11.11,python,0.251325132513251
100,18392,real,11.21,python,0.249083159877094
100,18620,real,11.26,python,0.247977106769291
125,18700,real,11.19,python,0.249528348724059
125,18724,real,11.43,python,0.244288908330903
125,18604,real,11.28,python,0.247537431048069
125,18760,real,11.4,python,0.244931773879142
125,18764,real,11.1,python,0.251551551551552
125,18904,real,11.15,python,0.250423517688092
125,18664,real,11.25,python,0.248197530864198
125,18736,real,11.13,python,0.250873515024458
125,18688,real,11.1,python,0.251551551551552
125,18864,real,11.12,python,0.251099120703437
200,19776,real,11.22,python,0.248861160625866
200,19712,real,11.3,python,0.247099311701082
200,19780,real,11.25,python,0.248197530864198
200,19568,real,11.48,python,0.243224932249322
200,19636,real,11.42,python,0.244502821560615
200,19520,real,11.34,python,0.246227709190672
200,19504,real,11.32,python,0.246662740478995
200,19504,real,11.56,python,0.241541714725106
200,19444,real,11.36,python,0.24579420970266
200,19528,real,11.31,python,0.24688083308773
250,20304,real,11.42,python,0.244502821560615
250,20236,real,11.43,python,0.244288908330903
250,20300,real,11.43,python,0.244288908330903
250,20224,real,11.41,python,0.244717109747785
250,20288,real,11.47,python,0.243436985372469
250,20184,real,11.4,python,0.244931773879142
250,20204,real,11.42,python,0.244502821560615
250,20260,real,11.39,python,0.245146814944883
250,20192,real,11.56,python,0.241541714725106
250,20392,real,11.28,python,0.247537431048069
400,22184,real,11.64,python,0.239881634211531
400,22116,real,11.72,python,0.238244216913159
400,21976,real,11.61,python,0.24050148339554
400,22300,real,11.63,python,0.240087895289959
400,22216,real,11.6,python,0.240708812260536
400,22120,real,11.31,python,0.24688083308773
400,22048,real,11.56,python,0.241541714725106
400,22052,real,11.63,python,0.240087895289959
400,22104,real,11.5,python,0.24280193236715
400,21964,real,11.75,python,0.237635933806147
500,23560,real,11.77,python,0.237232134428396
500,23452,real,11.91,python,0.234443511521597
500,23332,real,11.78,python,0.237030748915299
500,23332,real,11.78,python,0.237030748915299
500,23168,real,11.72,python,0.238244216913159
500,23124,real,11.79,python,0.236829705023089
500,23300,real,11.87,python,0.235233548628662
500,23368,real,11.91,python,0.234443511521597
500,23360,real,11.78,python,0.237030748915299
500,23372,real,12.18,python,0.229246487867178
